,ASM,Area,Centroid_x,Centroid_y,Contrast,Dissimilarity,Eccentricity,Energy,Homogeneity,Max intensity,Mean intensity,Min intensity,Orientation,Perimeter,Relative intensity,Solidity,StdDev intensity,Texture correlation
P_00338_LEFT_CC,0.9977,30896.0,0.4517946828967144,0.465287411767541,0.0007,0.0003,0.5417055417978509,0.9989,0.9999,143.7626459143969,121.47622071384959,89.31906614785991,-0.7305414473604086,982.8153672641491,0.5637750820172427,0.8879947115799155,4.0169,0.9612
P_00338_LEFT_MLO,0.9976,33403.0,0.7266730122288623,0.4962632309237036,0.0005,0.0003,0.4953575947736731,0.9988,0.9999,180.4669260700389,145.05304248750463,107.46692607003891,-1.5146188103435836,966.3300858899106,0.7077134355687801,0.9154516553387415,4.9118,0.9694
P_00340_LEFT_CC,0.9927,42079.0,0.6250766577281883,0.6501232658632526,0.0022,0.0008,0.4407752961941885,0.9963,0.9998,180.4669260700389,155.64975551360084,126.84046692607004,1.4297198443815198,1100.218433538229,0.7077134355687801,0.9090889450601681,9.2742,0.9651
P_00340_LEFT_MLO,0.9918,57734.0,0.502046780436281,0.6482469696116534,0.0028,0.001,0.27533777098696416,0.9959,0.9996,215.4513618677043,181.24171771814355,136.89494163424123,-0.6637575572988421,1881.7129496284572,0.8449073014419776,0.8119084785329564,11.3488,0.9589
P_00342_RIGHT_CC,0.9985,15277.0,0.3117555802840872,0.9834177832654012,0.0006,0.0002,0.5527863282510167,0.9992,0.9999,200.03891050583658,176.75710797417034,149.4941634241245,0.6892842552524097,651.6467529817257,0.784466315709163,0.8866511897852583,4.8236,0.9544
P_00342_RIGHT_MLO,0.9939,61475.0,0.3142881951149693,0.7408001132363871,0.0015,0.001,0.9873181765345634,0.9969,0.9996,186.41634241245134,116.18748382421123,43.43579766536965,-0.6690074679945268,2777.1435405817556,0.7310444800488288,0.4605972967303024,6.3392,0.9343
P_00343_LEFT_CC,0.9955,35662.0,0.49940514245003886,0.47036883776198873,0.0009,0.0006,0.9029571510746571,0.9977,0.9997,112.65758754863813,49.06349377979635,0.0,-1.4261634883942609,1243.3189386016174,0.4417944609750515,0.8742614792478733,2.7166,0.9226
P_00343_LEFT_MLO,0.9895,70550.0,0.6394830603336932,0.47548873333786396,0.0012,0.0009,0.8428562921744243,0.9947,0.9996,167.6923911229768,77.38966372414403,0.0,1.5663761296585856,1168.4335495461291,0.6576172200901051,0.9501299610790136,6.1677,0.9556
P_00343_RIGHT_CC,0.9921,52963.0,0.40034184315727855,0.6124758783585538,0.0021,0.001,0.9899885495844778,0.9961,0.9996,200.3565305093293,92.12560772190186,0.9473020675743823,0.593946057429817,2062.5586206959065,0.785711884350311,0.14160548422803182,6.8917,0.9054
P_00343_RIGHT_MLO,0.9902,87058.0,0.6007307727090818,0.5668736676902767,0.0022,0.0012,0.9699599154595006,0.9951,0.9995,137.24124513618676,62.02443949661718,0.0,0.9590365541574645,1947.4194436650057,0.5382009613183795,0.19869723196026878,5.8965,0.9454
P_00347_LEFT_CC,0.9925,52704.0,0.4481827199392517,0.4927010078338755,0.0019,0.0007,0.4656123501914085,0.9963,0.9998,184.61867704280155,160.88419384732055,124.05058365758755,-0.7306337600061774,1228.804219975856,0.7239948119325551,0.9258660670367508,9.6882,0.9699
P_00347_LEFT_MLO,0.9937,46170.0,0.7447575250589732,0.4825741850701382,0.0014,0.0008,0.5438669770345641,0.9968,0.9997,164.31517509727627,133.13835520732468,94.66536964980546,-1.3154698619556793,1263.5981592151961,0.6443732356755932,0.9034164285993816,7.3811,0.9716
P_00348_LEFT_CC,0.9963,20981.0,0.6015921306677725,0.602052361436108,0.0014,0.0006,0.6964914808259466,0.9982,0.9998,172.863813229572,144.6061533902176,114.41634241245137,-0.8345548465697153,832.2112908632927,0.6778973067826353,0.8776090684736688,6.0587,0.9519
P_00348_LEFT_MLO,0.9953,33545.0,0.5158991071420573,0.6988160868967065,0.002,0.0007,0.5426787128133147,0.9976,0.9998,165.01556420233464,143.55620343890223,123.16342412451363,1.4102610176338644,1248.5737725975564,0.6471198596169986,0.8515688464662876,6.8284,0.9503
P_00351_LEFT_CC,0.9909,96067.0,0.44831693739408623,0.45273290204348005,0.0017,0.0008,0.30855204022075333,0.9955,0.9997,189.24513618677042,159.67372094678248,112.82879377431907,0.8221771645833695,1769.2550134646885,0.7421377889677272,0.9150806804976092,10.6376,0.9777
P_00354_LEFT_CC,0.9921,75155.0,0.2502529811116087,0.7899358008325984,0.0021,0.0009,0.6495875400470404,0.996,0.9996,177.11284046692606,149.75651161400032,106.81322957198444,0.12416366752582257,2173.6885630108177,0.6945601586938277,0.7831419461059125,9.2621,0.9658
P_00354_LEFT_MLO,0.9965,39901.0,0.48898963736003415,0.642708505050288,0.0012,0.0004,0.8264669026946654,0.9983,0.9999,221.82879377431908,200.84466115893647,158.80155642023345,0.07797272296951623,1212.2112908632926,0.869916838330663,0.8688863725447498,8.2259,0.9587
P_00356_LEFT_CC,0.9846,148339.0,0.6214505802181072,0.8122024192892148,0.0042,0.0016,0.6729987835883622,0.9923,0.9995,194.44357976653694,160.47424795182704,134.44357976653697,-0.14231543981239064,3379.314067436483,0.7625238422217135,0.8012434102497623,13.8759,0.9679
P_00356_LEFT_MLO,0.9897,115586.0,0.7259552818681596,0.8918346962455582,0.0019,0.0011,0.5118629073264772,0.9948,0.9995,200.33073929961088,145.43404069037211,104.77042801556419,0.9380361296511253,2134.746391493337,0.7856107423514153,0.8359381215149959,10.325,0.9676
P_00358_RIGHT_CC,0.9706,176183.0,0.6006979893761794,0.3498330957995531,0.0034,0.002,0.4243520260893073,0.9852,0.9992,238.5058365758755,153.04706397095822,92.6692607003891,0.0101211416862513,3205.08466607871,0.9353170061799039,0.8660535215698612,18.4217,0.971
P_00358_RIGHT_MLO,0.9717,188692.0,0.4899300327459897,0.3178887766761435,0.0061,0.0024,0.40282118380807,0.9857,0.9992,227.05836575875486,189.37433287408604,142.78210116731518,-1.2571551362580635,3652.482681718907,0.8904249637598229,0.8458907333605297,22.2566,0.9741
P_00359_LEFT_CC,0.9909,81926.0,0.6271489485499505,0.8144036412123452,0.0025,0.0011,0.7110511292978596,0.9954,0.9996,189.86770428015564,156.46805440156632,126.26848249027238,0.28181006004186504,2299.35761056913,0.7445792324711986,0.7978535882278469,10.3689,0.9655
P_00359_LEFT_MLO,0.9935,66349.0,0.8003174097023233,0.8046558626889638,0.0016,0.0009,0.7524450855257928,0.9967,0.9996,116.94941634241245,71.19035394315392,0.0,0.4825402893907235,2220.6012972767758,0.45862516212710763,0.7905937585643983,4.4509,0.9485
P_00361_RIGHT_MLO,0.9798,115453.0,0.26194617878521154,0.8523665165471475,0.0038,0.0019,0.6653517274932231,0.9899,0.9992,177.84789803882825,123.75220006014943,32.40774588746727,-1.3004850249379432,2519.434775035405,0.6974427374071696,0.8459892577910325,12.6299,0.9672
P_00363_LEFT_CC,0.9815,107887.0,0.4999008958690359,0.16496523307670408,0.0021,0.0017,0.48849647398814555,0.9907,0.9992,190.52918287937743,113.39453273617205,64.93774319066148,0.28725023318427023,2593.586145375126,0.747173266193637,0.8321917279893861,10.8906,0.9695
P_00363_LEFT_MLO,0.9703,185052.0,0.5024829774381168,0.29829187332945784,0.0038,0.003,0.5835445597173408,0.985,0.9986,205.77821011673151,121.65852298872183,55.42801556420233,-0.08149148074572353,5424.480769146603,0.8069733730067903,0.7463399288554766,14.833,0.9651
P_00365_LEFT_CC,0.9967,50915.0,0.34235033485922317,0.5841738861756681,0.0012,0.0004,0.7602013481587121,0.9983,0.9999,188.47470817120623,160.29461630374269,135.26070038910507,-0.0020260090770548907,1615.615403157899,0.7391165026321813,0.8503123016800829,6.4179,0.9583
P_00365_LEFT_MLO,0.9989,16551.0,0.4504296743828423,0.5953663963241332,0.0006,0.0003,0.8250409317078496,0.9994,0.9999,210.79377431906613,169.33576844311196,132.8910505836576,-0.42324739963931757,984.4062043356594,0.8266422522316319,0.7446684063709169,3.8444,0.9228
P_00366_RIGHT_CC,0.9967,34033.0,0.6171106612346658,0.3719398559925112,0.0009,0.0004,0.3919702157386472,0.9983,0.9998,219.86770428015566,172.51299716994754,149.0739299610895,-0.48905876336613285,1055.3239892355007,0.862226291294728,0.8846173840715326,6.8657,0.9655
P_00366_RIGHT_MLO,0.9975,28387.0,0.6357993720026445,0.3232442668873461,0.0011,0.0004,0.6492441053838263,0.9988,0.9999,203.8443579766537,172.5852981971388,148.2568093385214,-0.11277909084957653,1086.5189027078675,0.7993896391241322,0.8278748286622531,5.8987,0.9467
P_00369_LEFT_CC,0.9906,59877.0,0.6294325746530036,0.5852055629893025,0.0016,0.0009,0.5389129823619528,0.9953,0.9996,211.12062256809338,141.55537600459672,107.95719844357977,-1.4092408544649704,1477.3271272970803,0.8279240100709544,0.8603882574396851,9.5787,0.9631
P_00369_LEFT_MLO,0.9919,66977.0,0.7759152906106793,0.6516061471775478,0.0015,0.0008,0.4589236706217358,0.9959,0.9997,182.1011673151751,141.61406764352407,101.25291828793773,0.831850532376338,1687.9850275670992,0.7141222247653926,0.8662984711695165,8.9268,0.9725
P_00370_RIGHT_CC,0.9975,18219.0,0.3485738672420857,0.44214046696581155,0.001,0.0005,0.5244533734085752,0.9987,0.9998,144.00778210116732,99.75499665440982,60.13618677042801,-1.0280694550266611,997.2651147324551,0.5647364003967346,0.7538168728536555,3.4621,0.9198
P_00370_RIGHT_MLO,0.9973,21460.0,0.46090343887303176,0.5141007628627644,0.0013,0.0005,0.6780157775019908,0.9987,0.9998,168.284046692607,140.73650624997734,117.27626459143968,-0.8476911970965428,997.7026688919411,0.6599374380102235,0.7840701497990501,4.9881,0.9406
P_00371_RIGHT_CC,0.9858,103312.0,0.41463122669144253,0.8086845752026225,0.0029,0.0011,0.3935215576718508,0.9929,0.9996,224.45525291828793,198.97628700851908,123.53696498054475,1.336189160397911,1994.9150057757604,0.8802166781109331,0.8614645698180544,16.5929,0.9753
P_00371_RIGHT_MLO,0.9837,116728.0,0.4122767698976267,0.44661393514142816,0.0025,0.0011,0.7911346544202581,0.9918,0.9996,224.62645914396887,193.23953378461806,58.5136186770428,0.10512963237695515,1868.1900423072327,0.8808880750743877,0.8733530358011298,17.4179,0.9801
P_00375_RIGHT_CC,0.9828,106205.0,0.18855512488976123,0.8332116090054726,0.0024,0.0015,0.5975053986156336,0.9914,0.9993,188.8171206225681,122.5881608818713,6.85603112840467,-0.8052768169101681,2293.4124804588187,0.7404592965590906,0.8390942632988599,12.5,0.9756
P_00376_RIGHT_CC,0.9974,26734.0,0.26599383343530675,0.6381718564669852,0.0009,0.0005,0.5738317176431523,0.9987,0.9998,120.28015564202335,91.20340600101474,64.25291828793775,-0.9295367324536984,1026.2356774809323,0.4716868848706798,0.8557344515220383,3.205,0.9478
P_00376_RIGHT_MLO,0.9931,73251.0,0.3104006354103622,0.7636542801163347,0.0028,0.0012,0.9993690991609516,0.9965,0.9996,204.8365758754864,154.90016810702627,82.75875486381324,1.0208480897659353,3402.525358299776,0.8032806897077898,0.08657200801769944,9.047,0.9376
P_00379_LEFT_CC,0.988,97367.0,0.3067766798886345,0.3021330772198669,0.0027,0.001,0.5579056145854046,0.994,0.9997,207.70038910505838,180.50263987762776,134.66536964980546,-0.11373584309630672,1933.500792213387,0.8145113298237583,0.8997634317186316,13.7999,0.9739
P_00379_LEFT_MLO,0.9872,108914.0,0.31981007291505664,0.21953994970410995,0.0026,0.0013,0.6103867238716018,0.9936,0.9995,196.57198443579767,161.4363911797328,120.28015564202335,0.010288315593539207,2349.892711199174,0.7708705271992066,0.8780059171120623,12.7599,0.9743
P_00381_LEFT_CC,0.9944,45452.0,0.37251562344316735,0.6205067715331483,0.0018,0.0008,0.6928520083445565,0.9972,0.9997,194.25680933852138,164.6388506316665,126.70038910505836,-1.0111166079488072,1417.5626253092632,0.7617914091706721,0.8438602354164346,8.5404,0.9593
P_00381_LEFT_MLO,0.9945,52004.0,0.6027158805202593,0.6581429420017509,0.0017,0.0008,0.6390387455853321,0.9972,0.9997,171.3968871595331,137.26426933037476,99.6420233463035,-0.39244328159528696,1652.504796826744,0.6721446555275807,0.8444949658980189,7.0655,0.96
P_00383_LEFT_CC,0.986,177429.0,0.4732408317748711,0.4270209154733777,0.0025,0.0011,0.6562836402645819,0.993,0.9996,174.90661478599222,139.54759809332845,69.9455252918288,-0.060800859308167615,3262.579002700189,0.6859082932784009,0.868141385080586,11.6204,0.9763
P_00383_LEFT_MLO,0.9909,132972.0,0.5398133011922067,0.33009852083939045,0.0014,0.0009,0.31355034443490976,0.9955,0.9996,170.82101167315173,126.58708503741637,42.72373540856031,-0.39302256275931685,2556.861181906598,0.6698863202868696,0.8540544012331802,8.5078,0.9756
P_00384_RIGHT_CC,0.9886,90481.0,0.4262814949448918,0.5972818918366956,0.002,0.0011,0.709547563615684,0.9943,0.9995,178.24513618677042,146.28295378736135,104.43968871595331,0.39039360339225065,1898.4946955589771,0.6990005340657663,0.8906136189145029,10.9345,0.9779
P_00384_RIGHT_MLO,0.9916,74151.0,0.38590582554639363,0.3864511540329977,0.0012,0.0008,0.4024814057156791,0.9958,0.9996,185.35408560311282,123.31027396142491,46.98443579766537,0.42862526839010995,1869.1454531540599,0.7268787670710307,0.8531635083359221,8.0682,0.97
P_00385_RIGHT_CC,0.995,33796.0,0.1731578390354577,0.7777011236382757,0.0015,0.0006,0.5089510627822158,0.9975,0.9998,199.78210116731518,169.54829491943653,119.42412451361868,0.6223057209515294,1000.5849198858497,0.7834592202639811,0.9103790103170541,8.3757,0.9621
P_00385_RIGHT_MLO,0.991,58075.0,0.46608199719225657,0.6034009906523233,0.0015,0.0009,0.4528251739623299,0.9955,0.9996,223.0817120622568,171.46015312950684,135.01556420233464,0.4751028404551738,1305.2194795587557,0.8748302433813993,0.9179351004473106,11.3212,0.9761
P_00386_LEFT_CC,0.9963,18872.0,0.4620725597385636,0.24665691438079929,0.002,0.0008,0.5972449926382757,0.9981,0.9997,162.85603112840465,130.69264720921447,101.08949416342412,1.4108468778402241,1010.3412331782039,0.638651102464332,0.7262092584753915,5.4426,0.9276
P_00386_LEFT_MLO,0.9948,29752.0,0.44731039992647625,0.4605445902427676,0.0013,0.0007,0.6416161715853252,0.9974,0.9997,149.06614785992218,98.70931947942158,74.2762645914397,1.4044171909251666,1327.5209947489209,0.58457312886244,0.7983256413008479,4.9131,0.9389
P_00387_RIGHT_CC,0.9969,19779.0,0.609183531914582,0.6131259296808683,0.0014,0.0006,0.5517155423351321,0.9985,0.9998,166.88326848249028,138.27457530222577,105.63035019455253,1.1075481203782682,978.9919907732863,0.6544441901274128,0.8122459036589873,5.2586,0.9394
P_00387_RIGHT_MLO,0.9953,31279.0,0.6484018642218347,0.6521701478049646,0.0016,0.0007,0.3518611108770444,0.9976,0.9997,155.83268482490274,128.61749625530388,100.66147859922178,-0.28242249931333774,1073.3483758531402,0.611108567940795,0.8776621117315301,6.1331,0.9593
P_00389_LEFT_CC,0.9818,132649.0,0.4599097726222695,0.5980019789208371,0.0034,0.0012,0.5994989151674334,0.9908,0.9996,225.8326848249027,201.0892306318601,120.62645914396887,-0.09330033931964592,2237.756672229853,0.8856183718623636,0.9171673730717905,19.0059,0.9784
P_00389_LEFT_MLO,0.9862,99324.0,0.5002104986007935,0.6372424883732205,0.0026,0.001,0.4158870284597608,0.9931,0.9997,218.39688715953307,194.7594752981517,127.3307392996109,-0.592372577961745,1774.1982310026956,0.8564583810177767,0.9121666299316729,16.0197,0.9775
P_00391_LEFT_CC,0.9923,63464.0,0.5310160423633525,0.8246039154838629,0.0018,0.0009,0.30931948088469063,0.9961,0.9996,153.49027237354085,114.14624995279041,67.49416342412451,0.6062561293050148,1595.846896556725,0.6019226367589837,0.8267309320653944,7.0311,0.964
P_00391_LEFT_MLO,0.9895,82281.0,0.4764556917635154,0.6632853467158119,0.002,0.0011,0.4530990888225403,0.9947,0.9996,188.47470817120623,134.9154683317588,87.76653696498055,-0.06157328146339555,1869.7718241315026,0.7391165026321813,0.8660337441716048,9.6921,0.9681
P_00391_RIGHT_CC,0.9715,206883.0,0.548301696824507,0.2296965541186205,0.0042,0.0026,0.6947066476864825,0.9856,0.9989,196.89494163424126,142.51368627291,72.31517509727627,-0.011978442074695438,4679.22698117119,0.7721370260166324,0.779851857436342,16.9259,0.9751
P_00391_RIGHT_MLO,0.9925,58128.0,0.5304721165475442,0.3198828906750645,0.0022,0.0009,0.5380031427482386,0.9962,0.9997,221.2568093385214,187.39203459211444,131.579766536965,0.69083724134085,1887.1626970967627,0.8676737621118487,0.8034944155700542,11.2784,0.9624
P_00394_RIGHT_MLO,0.9881,83145.0,0.424139260763809,0.6168792679682303,0.0032,0.0017,0.10720011435635683,0.994,0.9993,170.73929961089493,128.18368702372422,88.84046692607004,0.5225979187379766,2344.3637072235397,0.6695658808270389,0.8151390672640464,9.7486,0.9573
P_00396_LEFT_CC,0.9978,25094.0,0.7700140188333858,0.8732158700054263,0.0011,0.0004,0.7291813353646227,0.9989,0.9999,196.97665369649806,173.6694458408369,152.83657587548637,-0.5403053940721031,1042.5605332682103,0.772457465476463,0.7933858168136837,5.5951,0.9401
P_00396_LEFT_MLO,0.9975,31717.0,0.6367483798178813,0.9148896701784548,0.0011,0.0004,0.3325292626584237,0.9988,0.9999,187.49416342412454,156.39752939082246,124.8793774319066,-0.7706153429808917,1383.0519112968586,0.7352712291142138,0.7814571168108014,5.3814,0.945
P_00399_RIGHT_CC,0.9949,55285.0,0.5571267682544981,0.6538738290782665,0.0009,0.0005,0.6476390907664521,0.9974,0.9998,222.99610894941634,139.61180624348748,99.03501945525292,-1.3525783009028989,1557.0956338982544,0.8744945448996719,0.8182490934655516,6.9769,0.9578
P_00399_RIGHT_MLO,0.9943,59360.0,0.7647505933637581,0.6499014506464837,0.0012,0.0007,0.6552602250659645,0.9971,0.9997,176.13618677042803,127.56962928828383,62.45525291828793,1.5177964931987318,1680.504796826744,0.6907301441977569,0.8475278059366924,6.7876,0.9647
P_00401_LEFT_CC,0.9983,17337.0,0.6321290706646598,0.5218659125478858,0.0006,0.0003,0.6275389510422673,0.9991,0.9999,138.70038910505835,116.13831263021508,81.72762645914398,-0.1417494584225543,681.2874093090414,0.5439230945296406,0.910795902285264,3.3345,0.9544
P_00401_LEFT_MLO,0.9981,18067.0,0.7177610762517785,0.4682598417998424,0.0009,0.0003,0.6092807780532221,0.9991,0.9999,157.54474708171207,134.22783375068028,105.63035019455253,-0.45710684314396416,741.4062043356596,0.6178225375753414,0.8728862692047541,3.9777,0.9435
P_00405_LEFT_CC,0.9915,72009.0,0.5158801997116759,0.8836585334356499,0.0025,0.0008,0.5726391764036953,0.9958,0.9997,190.4396887159533,163.27865366807535,138.03891050583655,-1.332959591306456,1788.5525240414966,0.746822308690013,0.8429006203909634,10.453,0.9665
P_00405_LEFT_MLO,0.9898,93519.0,0.7209621806741657,0.8887017360237359,0.0025,0.0008,0.6835513457500564,0.9949,0.9997,213.7354085603113,189.8953794237198,158.2295719844358,1.0928991423059926,1939.1626970967632,0.8381780727855345,0.8875212344952597,13.4121,0.9719
P_00406_RIGHT_CC,0.9884,131461.0,0.3316380778613221,0.2193378583534443,0.0024,0.001,0.4028039426107424,0.9942,0.9996,214.79766536964982,181.5326781977949,131.6614785992218,0.8878059624653343,2601.8176387739513,0.8423437857633326,0.8615986577357155,13.685,0.974
P_00406_RIGHT_MLO,0.9914,114522.0,0.5328791084543303,0.30125508820975755,0.0021,0.0009,0.6032562372085345,0.9957,0.9997,203.6809338521401,165.93524826623292,115.39688715953308,-0.8451843979675918,2606.259197546794,0.7987487602044709,0.7771685283459331,10.7823,0.9685
P_00408_RIGHT_CC,0.9674,191085.0,0.3925705349868702,0.8043592621954283,0.0051,0.002,0.4877916810520761,0.9836,0.9993,205.00778210116732,180.33948819199475,103.31906614785993,-0.04739333717161611,2725.168793751173,0.8039520866712444,0.8770033595858346,22.8428,0.9813
P_00408_RIGHT_MLO,0.9762,141048.0,0.4729753415708919,0.8427977325409737,0.0062,0.0021,0.6706255178313967,0.988,0.9994,213.57198443579767,194.03107223812322,103.49027237354086,1.0446120968925983,3132.2501422995547,0.8375371938658732,0.8239892041571005,20.8686,0.9702
P_00409_RIGHT_CC,0.988,92253.0,0.7227307597124045,0.763775868581907,0.0019,0.0013,0.4228192601515726,0.994,0.9994,131.66536964980546,92.18791754412803,53.233463035019454,-0.2599946344718664,2219.1282092113565,0.5163347829404136,0.8376432346051174,7.1202,0.9704
P_00409_RIGHT_MLO,0.9882,87469.0,0.7666395723315216,0.8213530891698151,0.0011,0.0009,0.640444012456326,0.9941,0.9996,138.6887159533074,76.37101762745695,5.284046692607004,0.14408457589275886,1979.4915574973977,0.5438773174639505,0.8725261351847419,5.8769,0.9694
P_00411_RIGHT_CC,0.9921,82367.0,0.41039008255580234,0.5984011373424022,0.0012,0.0008,0.4667201281829766,0.996,0.9997,199.44668649107902,124.72246610415708,36.871548428207305,1.124860506012792,1931.8134546918454,0.7821438685924668,0.864337058607482,8.0911,0.967
P_00411_RIGHT_MLO,0.9963,45477.0,0.6150800971079289,0.5519049154233937,0.0007,0.0005,0.49339808878856733,0.9981,0.9998,112.0544747081712,51.833021164587485,0.688715953307393,0.047079208113317915,1402.462120245875,0.43942931258106355,0.8635310648640437,2.5694,0.936
P_00412_RIGHT_CC,0.9756,150327.0,0.33807261974451247,0.8404383280130068,0.0042,0.0017,0.7688416094162447,0.9877,0.9994,226.0554528045567,186.98643981179538,110.27309033176752,-0.26309417717371497,2709.5474734076133,0.8864919717825752,0.8438936761444972,20.5336,0.9777
P_00412_RIGHT_MLO,0.9872,79445.0,0.6501482225141219,0.8203813630436863,0.0024,0.0011,0.7605057407634529,0.9936,0.9996,206.59252698773437,176.15620340982716,136.2269810500986,0.6454724005595955,1482.1545084012998,0.8101667725009191,0.9206744698111021,13.9574,0.9776
P_00413_LEFT_CC,0.9652,249877.0,0.3032695587912755,0.21133726740924957,0.0037,0.0026,0.45862504620871425,0.9824,0.9988,192.49805447470817,135.94820710933752,33.840466926070036,-0.25592197354093454,4075.9061299972695,0.7548943312733654,0.8360809323210658,18.2716,0.9818
P_00413_LEFT_MLO,0.9738,189568.0,0.4303965089026622,0.4058404825167939,0.0039,0.0023,0.4663668868916083,0.9868,0.999,212.63035019455253,160.56558136607796,88.1556420233463,1.1534501689639431,3178.529362913133,0.8338445105668727,0.8634939144377232,18.28,0.9762
P_00414_LEFT_CC,0.9961,58253.0,0.6876859294301838,0.6506216917186614,0.0007,0.0004,0.5672501735139783,0.998,0.9998,180.87548638132296,140.29928032296527,106.64980544747083,1.2611049129740521,1640.4621202458748,0.7093156328679332,0.8447115802905948,6.122,0.9716
P_00414_LEFT_MLO,0.9978,32838.0,0.6354517467421659,0.6834128599413863,0.0006,0.0003,0.1669736907649193,0.9989,0.9999,173.92607003891052,145.0925359795985,106.97665369649806,-1.0969714933609584,1030.390006413483,0.6820630197604334,0.8833118140735958,4.7381,0.9651
P_00415_RIGHT_CC,0.9981,23007.0,0.7193195240335277,0.570576509953605,0.0005,0.0003,0.5339791633743969,0.999,0.9999,238.99610894941634,184.04248309472385,151.93774319066148,0.3791975236920531,847.5249993622774,0.9372396429388876,0.8885756218136877,5.6114,0.9614
P_00415_RIGHT_MLO,0.9977,28412.0,0.6102722466112639,0.5155432473515268,0.001,0.0004,0.5024432577490233,0.9989,0.9999,192.89105058365757,167.12198262804503,133.54474708171207,-0.8732573334241942,1136.9047250392443,0.7564354924849317,0.7937864945659766,5.4975,0.9462
P_00417_RIGHT_CC,0.9947,31727.0,0.35628054476132665,0.9001595585284722,0.0023,0.0008,0.7184387883257708,0.9973,0.9998,229.25291828793775,204.53819679294622,184.96108949416342,1.4338129018609749,1188.9341622907673,0.8990310521095598,0.8269346052597284,10.3022,0.9493
P_00417_RIGHT_MLO,0.9906,58492.0,0.45019591034729856,0.8286284044110982,0.0028,0.001,0.19243001999826176,0.9953,0.9997,204.15175097276267,181.99106239810374,107.08560311284047,-0.7736338564092792,1553.1322138247137,0.8005951018539712,0.8798700321911008,12.27,0.9653
P_00419_LEFT_CC,0.9847,89211.0,0.4590259146035533,0.32569873045615966,0.0048,0.0017,0.9758124607973537,0.9923,0.9994,201.2373540856031,178.63929549788122,131.67315175097278,0.12934123750017176,2552.0602794610713,0.7891660944533455,0.35125621611405755,15.3576,0.9631
P_00419_LEFT_MLO,0.9864,80908.0,0.6814983675517254,0.1243366624044369,0.0032,0.0011,0.5713635823667388,0.9932,0.9997,234.27970216898672,213.3701459351303,177.66210747814827,-0.8021597513990467,1578.5464273870869,0.9187439300744578,0.8822830223656805,17.3654,0.973
P_00419_RIGHT_CC,0.9953,27757.0,0.3719565909999475,0.5627775796884306,0.0026,0.0009,0.4293263192881347,0.9977,0.9997,185.47470817120623,166.28391716381284,142.38132295719845,0.39038224313785136,1392.8468965567251,0.7273517967498283,0.768104712621413,7.7903,0.9346
P_00419_RIGHT_MLO,0.994,35620.0,0.5478917581246106,0.5111593766703255,0.0027,0.0009,0.46955464241333433,0.997,0.9997,185.04669260700388,160.69455241994507,132.61867704280158,1.365047385782976,1401.290547370621,0.7256733043411917,0.8083329551127854,8.6088,0.9482
P_00420_RIGHT_CC,0.9945,38994.0,0.6213784087487917,0.7009176418839901,0.0032,0.0011,0.9805022073054188,0.9972,0.9997,176.30739299610894,153.84129095786264,123.96498054474708,-0.869447063710495,2066.4713549618646,0.6914015411612116,0.3337184523351049,7.8124,0.9302
P_00420_RIGHT_MLO,0.9948,40099.0,0.7464055335864653,0.753473472701632,0.0021,0.0009,0.9923168008894513,0.9974,0.9996,180.93385214007782,144.2175279607097,101.6887159533074,1.3655882729001596,1808.6774157225243,0.7095445181963836,0.21807512630725975,7.1644,0.9383
P_00421_LEFT_CC,0.9961,24310.0,0.4528696554521518,0.3856051678126887,0.002,0.0008,0.526567014083212,0.998,0.9997,142.2101167315175,117.26454118095226,90.12451361867704,1.3938072582382972,1177.5260453828039,0.5576867322804608,0.8325627589985959,5.0425,0.9366
P_00421_LEFT_MLO,0.9972,16424.0,0.7000596089781504,0.2908658691234023,0.0017,0.0008,0.39395711484805174,0.9986,0.9997,140.07003891050584,112.59431012033258,90.55252918287938,0.6124344375995351,997.241774135342,0.5492942702372778,0.7881754486994913,4.0959,0.9193
P_00423_RIGHT_CC,0.9723,145854.0,0.33661951421519476,0.8282493456217285,0.0045,0.0023,0.49573124346298786,0.986,0.9991,209.6692607003891,164.7126740033568,103.84046692607004,0.22558937008770716,2714.5211742176703,0.8222323949034867,0.8301639792137422,19.2477,0.9776
P_00423_RIGHT_MLO,0.9807,116117.0,0.45475705594343024,0.724164874188843,0.0026,0.0014,0.44721241074247775,0.9903,0.9994,239.4669260700389,161.27884876212838,104.09727626459144,0.8523184850192214,2263.005409571382,0.9390859845883879,0.8639657738095238,15.7096,0.968
P_00424_LEFT_CC,0.9964,24598.0,0.5662423676033888,0.9146752872978899,0.0012,0.0006,0.4788592933304682,0.9982,0.9997,169.59143968871595,133.30189398840753,108.284046692607,0.26293392693498857,1094.9158723275377,0.6650644693675135,0.8145302824596841,5.5187,0.9509
P_00424_LEFT_MLO,0.9967,27161.0,0.4561888865862961,0.731057471503159,0.0015,0.0006,0.7188771005146931,0.9983,0.9998,193.78988326848247,163.96892990163715,136.6498054474708,-1.5324757190256975,1109.0052301026326,0.7599603265430686,0.8042699357436854,6.5113,0.9462
P_00426_RIGHT_CC,0.9935,47665.0,0.36318034380245523,0.8532240390792967,0.0019,0.001,0.5884889259589529,0.9967,0.9996,164.1928577619832,91.60463323067461,3.602756349137558,-0.41431577868396063,1475.8946237714777,0.6438935598509145,0.8886920853920015,6.0515,0.9407
